product_handle,title,description,price,images
small-tattoo-rhinestone-fitted-t-shirt-rice-white,Small Tattoo Rhinestone Fitted T-Shirt,"Slim fit – designed to fit closer to the body for a more tailored look Crew neck Short sleeves Brushed cotton fabric Rhinestone embellished graphic print Side seam logo tab Back print Bringing together iconic graphics from the tattoo parlour along with a classic 90s-style tee, the Tattoo Rhinestone fitted T-shirt is a great way to add a simple statement to your casual look. Soft brushed cotton fabrics give you the ultimate comfort in a tee that has just that little bit of edge.Care Instructions:Cotton 100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean",44.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666563308.jpg?v=1755478211"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666563306.jpg?v=1755478210"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666563298.jpg?v=1755478210"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666563304.jpg?v=1755478211"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666563300.jpg?v=1755478210"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666563302.jpg?v=1755478210""]"
small-tattoo-rhinestone-fitted-t-shirt-soot-purple,Small Tattoo Rhinestone Fitted T-Shirt,"Slim fit – designed to fit closer to the body for a more tailored look Crew neck Short sleeves Brushed cotton fabric Rhinestone embellished graphic print Side seam logo tab Back print Bringing together iconic graphics from the tattoo parlour along with a classic 90s-style tee, the Tattoo Rhinestone fitted T-shirt is a great way to add a simple statement to your casual look. Soft brushed cotton fabrics give you the ultimate comfort in a tee that has just that little bit of edge.Care Instructions:100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean Wash: Machine Wash - Cold (30°C)",44.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666559685.jpg?v=1755478212"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666559683.jpg?v=1755478211"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666559675.jpg?v=1755478212"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666559681.jpg?v=1755478212"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666559677.jpg?v=1755478212"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666559679.jpg?v=1755478212""]"
vintage-field-parka,Vintage Field Parka,"Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size Hood with bungee cord adjustment Zip and popper fastening Button cuffs Two front popper pocket Adjustable drawstring waist Vintage Superdry patch Bungee cord hem Fully lined Internal hook and loop pocket Signature Superdry tab Tried and true, the classic Field parka is a staple of any outdoor wardrobe. Originally created by the Caribou Inuit, this sturdy design has seen decades of use after being adopted by the American military for its warmth and resilience in cold environments. The long and practical history of this reliable piece has inspired our contemporary interpretation, emphasising functionality whilst still ensuring that you keep an adventurous style no matter the weather.Care Instructions:100% Lining: Cotton 100% Sleeve Lining: Polyester 100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean Wash: Machine Wash - Cold (30°C)",149.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666540226.jpg?v=1755478213"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666540224.jpg?v=1755478213"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666540214.jpg?v=1755478213"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666540222.jpg?v=1755478213"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666540212.jpg?v=1755478213"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666540216.jpg?v=1755478213"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666540218.jpg?v=1755478213"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666540220.jpg?v=1755478213""]"
athletic-essentials-applique-half-zip-sweatshirt-mariner-navy,Athletic Essentials Applique Half Zip Sweatshirt,"Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape High collar Half zip Dropped sleeve Ribbed hem and cuff Contrast stripes around the sleeve Superdry applique text on the chest Sewn-in Superdry tag at the bottom Bring a sporty feel to your wardrobe with our Athletic Essentials Applique Half Zip Sweatshirt. Crafted with 100% cotton for that super soft feel and finished with a dropped sleeve, loose fit and cropped cut, it will give a trendy, fresh vibe to your everyday look. Care Instructions:100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean",84.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666623273.jpg?v=1755478214"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666623283.jpg?v=1755478213"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666623281.jpg?v=1755478214"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666623275.jpg?v=1755478214"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666623279.jpg?v=1755478214"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666623277.jpg?v=1755478214""]"
long-sleeve-jersey-v-neck-top-optic,Long Sleeve Jersey V-Neck Top,"Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size V-neck Long sleeves Back seam detail Sophisticated and stylish, the Long Sleeve Jersey V-Neck Top is the perfect layering piece this season. By itself or underneath your favourite jacket, this staple is ready to complete your authentic look.",34.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666541134.jpg?v=1755478215"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666541132.jpg?v=1755478215"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666541128.jpg?v=1755478215"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666541130.jpg?v=1755478215"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666541137.jpg?v=1755478215"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666541136.jpg?v=1755478215"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666541138.jpg?v=1755478215""]"
corduroy-chore-jacket-eclipse-navy,Corduroy Chore Jacket,"Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size Corduroy material Button-down Four external pockets Collared Button fastening cuffs Superdry sewn-in tag This corduroy chore jacket has ties to vintage fashion but vibrant Superdry DNA throughout. It is the ideal layering option. The button-down fastening gives your outfit a more luxurious, thought-out feel, even when you’re in a rush. Care Instructions:Cotton 100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean Wash: Machine Wash - Cold (30°C)",119.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666528257.jpg?v=1755478216"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666528247.jpg?v=1755478216"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666528255.jpg?v=1755478216"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666528253.jpg?v=1755478216"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666528249.jpg?v=1755478216"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666528251.jpg?v=1755478216""]"
tokyo-relaxed-t-shirt-eclipse-navy,Tokyo Relaxed T-Shirt,"Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size Ribbed crew neck Short sleeves Superdry branding tab Taking a bold take on the classic Superdry logo, the Tokyo Relaxed T-Shirt will make a distinct addition to your casual wardrobe. Bringing a playful edge to your personal style, this tee makes an ideal layering piece whilst still being authentic enough to make a statement on its own.Care Instructions:100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean Wash: Machine Wash - Cold (30°C)",39.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666730047.jpg?v=1755478217"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666730045.jpg?v=1755478217"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666730035.jpg?v=1755478217"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666730043.jpg?v=1755478217"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666730037.jpg?v=1755478217"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666730039.jpg?v=1755478217"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666730041.jpg?v=1755478217""]"
athletic-essentials-branded-cami-top-off-white,Athletic Essentials Branded Cami Top,"Slim fit – designed to fit closer to the body for a more tailored look Sleeveless Athletic Essentials Collection Summer vibes are here with the Athletic Essentials Branded Cami Top. This piece brings a sunny nature to your wardrobe, making you look and feel great all season.Care Instructions:Cotton 95%, Elastane 5% Bleach: Do Not Bleach",29.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666725695.jpg?v=1755478218"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666725693.jpg?v=1755478218"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666725683.jpg?v=1755478218"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666725691.jpg?v=1755478219"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666725685.jpg?v=1755478218"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666725687.jpg?v=1755478218"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666725689.jpg?v=1755478218""]"
athletic-essentials-oversized-hoodie-blueberry-navy,Athletic Essentials Oversized Hoodie,"Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size Drawstring hood Zip fastening Ribbed cuffs and hem Two front pockets Brushed lining Printed Superdry logo The perfect companion to your casualwear to bring the vintage collegiate aesthetic. The Athletic Essentials Oversized Hoodie is a great way to innovate your wardrobe staples, perfect for casual days with jeans and trainers. This iconic casual piece will add a touch of playful nostalgia to your essentials.Care Instructions:100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean",89.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666543542.jpg?v=1755478220"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666543540.jpg?v=1755478220"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666543528.jpg?v=1755478220"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666543530.jpg?v=1755478220"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666543534.jpg?v=1755478220"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666543532.jpg?v=1755478219"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666543536.jpg?v=1755478220""]"
beach-shorts-luna-rose-mint,Beach Shorts,"Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size Smocked waist with drawstring Twin side pockets Scalloped hem Signature Superdry tab Our Beach Shorts are an effortless way to elevate your beachside style. Around the pool or having a beach day, these shorts will complete your summer look and keep you feeling confident all season. With a relaxed free flowing design, this summer staple keeps you comfortable without compromising your style.Care Instructions:100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean Wash: Machine Wash - Cold (30°C)",54.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562289.jpg?v=1755478221"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562275.jpg?v=1755478221"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562277.jpg?v=1755478221"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562287.jpg?v=1755478221"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562285.jpg?v=1755478221"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562281.jpg?v=1755478221"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562279.jpg?v=1755478221"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562283.jpg?v=1755478221""]"
beach-shorts-pink-paradise,Beach Shorts,"Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size Smocked waist with drawstring Twin side pockets Scalloped hem Signature Superdry tab Our Beach Shorts are an effortless way to elevate your beachside style. Around the pool or having a beach day, these shorts will complete your summer look and keep you feeling confident all season. With a relaxed free flowing design, this summer staple keeps you comfortable without compromising your style.Care Instructions:100% Bleach: Do Not Bleach Dry: Do Not Tumble Dry Dry Clean: Do Not Dry Clean Wash: Machine Wash - Cold (30°C)",54.95,"[""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562305.jpg?v=1755478223"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562293.jpg?v=1755478222"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562291.jpg?v=1755478222"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562303.jpg?v=1755478222"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562295.jpg?v=1755478222"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562297.jpg?v=1755478223"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562301.jpg?v=1755478223"", ""https://cdn.shopify.com/s/files/1/0626/3367/2765/files/upload9223368955666562299.jpg?v=1755478222""]"
